text,label,label_str
Trên đường đến văn phòng da ..,0,ham
"Ok em yêu, anh cho rằng không sao đâu, tôi chỉ lo lắng quá nhiều. Tôi phải làm một số công cụ phim của mình và sau đó phải trông trẻ một lần nữa!",0,ham
"Ngày 18/2, Ủy ban Quản lý Giám sát Ngân hàng và Bảo hiểm Trung Quốc (CBIRC) đưa ra cảnh báo về các dự án gây quỹ lừa đảo liên quan đến metaverse. Động thái này xuất hiện trong bối cảnh vũ trụ ảo dần trở nên phổ biến trong giới công nghệ Trung Quốc và thu hút các nhà đầu tư. Nhiều doanh nghiệp lớn tuyên bố sẽ tham gia metaverse. CBIRC cho biết phương thức lừa đảo chính xoay quanh metaverse là các dự án game, AI và thực tế ảo. Một số hứa hẹn người chơi sẽ dễ dàng thu lợi nhuận chỉ bằng cách chơi game. Tuy nhiên, người tham gia phải đầu tư trước bằng cách mua tiền kỹ thuật số và tài sản trong các dự án. Theo CCTV Finance, không ít game gắn mác vũ trụ ảo thực chất chỉ núp bóng công nghệ blockchain. Nhiều mô hình lấy tiền của người tham gia sau để trả cho người trước. Những hoạt động liên quan đến tiền điện tử vẫn được xem là trái phép tại Trung Quốc, do đó những dự án game như thế có thể sụp đổ bất cứ lúc nào. Không ít trường hợp thổi phồng giá trị của bất động sản ảo trong metaverse để lôi kéo người dùng mới. Nhiều dự án còn dụ dỗ người chơi mua tiền mã hóa, sau đó thu lợi bằng cách thao túng giá và chặn rút tiền. CBIRC khuyến khích người dân báo với chính quyền nếu phát hiện những trường hợp lừa đảo như trên. Tuy nhiên, cảnh báo mới nhất của CBIRC không đề cập đến thị trường NFT, vốn cũng xuất hiện những chiêu trò tương tự. Trước đó, cơ quan giám sát của Hong Kong đã lên tiếng về lừa đảo NFT khi nhiều dự án biến mất ngay trong đêm khi huy động vốn thành công. Tháng 12/2021, People’s Daily cũng khuyến cáo mua bán tài sản ảo dễ gặp rủi ro cao, sau khi thị trường metaverse trở thành cơn sốt đầu tư. Một quan chức của Ngân hàng Nhân dân Trung Quốc nói tài sản trong metaverse có thể trở thành công cụ rửa tiền của tội phạm mạng. Metaverse là thuật ngữ xuất hiện trong cuốn tiểu thuyết khoa học viễn tưởng Snow Crash ra mắt năm 1992 của nhà văn người Mỹ Neal Stephenson. Khái niệm này chỉ một thế giới ảo sống động như thật, mọi người có thể gặp gỡ, làm việc và giải trí bằng cách sử dụng các thiết bị tích hợp công nghệ thực tế ảo tăng cường. Mỹ Quyên (theo SCMP)",1,spam
"Né gấp thủ đoạn này: Đối tượng giả danh cán bộ Bộ Công an, Viện kiểm sát gọi điện thông báo tài khoản ngân hàng bị rò rỉ thông tin bảo mật, yêu cầu cung cấp tên đăng nhập và mã OTP để bảo vệ tài khoản. Nạn nhân nên trình báo cơ quan công an gần nhất.",1,spam
Bạn muốn 2 lần gặp tôi lúc mấy giờ?,0,ham
"ID người dùng duy nhất của bạn là 1172. Để loại bỏ, hãy gửi dừng lại đến 87239 Dịch vụ khách hàng 08708034412",1,spam
Tôi chỉ tìm kiếm SIM kép Sim di động PA tốt.,0,ham
"Tân, 26 tuổi, trú xã Thanh Yên, tỉnh Điện Biên, vừa bị Phòng cảnh sát hình sự Công an tỉnh Sơn La khởi tố, tạm giam để điều tra tội Lừa đảo chiếm đoạt tài sản. Theo công an, Tân ăn chơi, nợ tiền của nhiều người. Không có khả năng trả nợ, anh ta lập Công ty TNHH xuất nhập khẩu nông sản Tân Phát nhằm tạo vỏ bọc doanh nhân đi lừa đảo, chứ không có hoạt động kinh doanh gì. Từ kịch bản vạch sẵn, với đối tác người Lào, Tân sẽ lừa dối có khả năng mua xe ôtô bán tải và vận chuyển sang Lào bàn giao. Người mua chỉ cần chuyển trước một phần tiền cho Tân. Với người Việt Nam, Tân kêu gọi góp vốn đầu tư, mua bán nông sản bên Lào. Bằng các thủ đoạn này, Tân đã bị cáo buộc đã lừa ít nhất 2 người Lào và 3 người Việt Nam với số tiền nhiều tỷ đồng.",1,spam
E xây dựng quản trị viên ở đó?,0,ham
Pleasssssssseeeeee tel me v avent thực hiện sportx,0,ham
Urgent Vui lòng gọi 09066612661 từ điện thoại cố định.,1,spam
Đó là một trong những vấn đề nhưng California vẫn ổn.,0,ham
"Được rồi, sau đó tôi đến tìm ì _... C may mắn tôi đã nói với Ì_ sẽ đi sớm hơn ... sau đó pple hãy hoàn thành ì_ không nữa ...",0,ham
Tôi không nghĩ anh ấy có tay thìa!,0,ham
"Ngày 20/11, hành vi của Đạo cùng 141 người khác được nêu trong kết luận điều tra Bộ Công an vừa hoàn tất, đề nghị truy tố về tội Lừa đảo chiếm đoạt tài sản và Đưa hoặc sử dụng trái phép thông tin mạng máy tính, mạng viễn thông. Bộ Công an xác định, phần lớn nạn nhân trong vụ án là người cao tuổi, thu nhập thấp, phụ thuộc vào lương hưu, tiền tiết kiệm, nguồn trợ cấp của gia đình... muốn được chăm sóc sức khỏe nhưng thiếu kiến thức xã hội, công nghệ. Tổng số tiền nhóm Đạo chiếm đoạt lên tới hàng trăm tỷ đồng, trở thành đường dây lừa đảo quy mô lớn nhất từng bị triệt phá. Con số nạn nhân lên đến hàng trăm nghìn người, song trong phạm vi vụ án này chỉ xác định được 7.000 người. Chân dung ông 'trùm' tập đoàn lừa đảo Giai đoạn 2010-2012, Đạo học hệ Cao đẳng Trường Đại học Tài chính – Ngân hàng TP HCM nhưng bỏ dở, chuyển sang làm nhiều công việc khác nhau. Anh ta từng làm tại các đơn vị tổ chức chương trình tri ân, bốc thăm, quay số trúng thưởng... nên hiểu rõ cách thức vận hành. Theo kết luận điều tra, từ kinh nghiệm này, Đạo nảy sinh ý định mạo danh các doanh nghiệp có chương trình tri ân để lừa nạn nhân nhận quà ""miễn phí"". Người được thông báo trúng thưởng phải trả phí vận chuyển với mức cao hơn nhiều lần giá trị sản phẩm, hoặc sau khi chuyển tiền sẽ bị cắt liên lạc. Đầu năm 2023, Đạo nhờ mẹ, người thân và bạn bè đứng tên thành lập bốn pháp nhân gồm Công ty TNHH Thương mại và Dịch vụ Ressun, Cửa hàng TikTok Shop Resshose, Công ty TNHH Rees Mark và Công ty TNHH Thương mại và Dịch vụ Lesson. Anh ta tuyển nhiều người vào các vị trí quản lý và điều hành trực tiếp. Tại các doanh nghiệp, nhóm này tuyển hàng trăm nhân viên đảm nhiệm việc xây dựng kịch bản (giáo trình), mua dữ liệu thông tin và tập huấn cách gọi điện lừa khách. ""Con mồi"" chủ yếu là người cao tuổi, những người thường xuyên sử dụng thực phẩm chức năng. Nhân viên phòng kinh doanh sử dụng hệ thống điện thoại được mã hóa đầu số do nhà mạng cấp, khiến nạn nhân không thể gọi lại. Họ xưng là nhân viên Bệnh viện Dinh dưỡng TP HCM, Trung tâm tiêm chủng vaccine... và thông báo người nghe là ""khách hàng may mắn"" được tặng 12 tháng sử dụng nước yến sào, mỗi tháng một hộp gồm 6 lọ. Theo kịch bản, người nhận chỉ phải trả 279.000 đồng phí vận chuyển cho lần đầu, với lý do đây là khoản thu của đơn vị giao hàng, không phải của bệnh viện hay công ty; các tháng sau không phát sinh phí. Khi nạn nhân đồng ý, nhân viên dặn chú ý điện thoại để nhận cuộc gọi xác nhận địa chỉ. Sau đó, nhóm lập đơn và chuyển cho bộ phận chăm sóc khách hàng nhập vào hệ thống, để bộ phận kho đóng gói sản phẩm. Mỗi hộp nước yến gồm 6 lọ, công ty mua vào 79.000 đồng, được dán thêm mã dự thưởng rồi giao cho đơn vị vận chuyển. Khi nhận hàng và phiếu dự thưởng, nạn nhân thanh toán phí như đã được thông báo. 'Bẫy' bằng quà ngày càng giá trị Ngay sau khi nạn nhân nhận hộp yến đầu tiên, nhóm tiếp tục giả danh nhân viên công ty phụ trách mã dự thưởng kèm quà tặng. Họ thông báo người nhận đủ điều kiện tham gia quay thưởng với các giải trị giá 10 đến 100 triệu đồng như ghế massage, tủ lạnh, tivi, máy giặt. Để được tham gia, nạn nhân phải bổ sung thông tin và ""trả phí"" làm hồ sơ từ 730.000 đến 990.000 đồng. Công ty còn hứa tặng thêm sản phẩm giá trị thấp như trà ô long, máy sấy tóc (100.000-200.000 đồng) và cam kết hoàn 100% phí nếu chưa sử dụng quà, hoặc 80% nếu đã dùng. Khi nạn nhân đồng ý, nhân viên lập đơn, chuyển cho bộ phận chăm sóc khách hàng nhập lên hệ thống CRM để kho đóng gói; sau đó bàn giao cho đơn vị vận chuyển. Người nhận thanh toán phí hồ sơ cho nhân viên giao hàng. Khoảng 2-3 ngày sau khi hoàn tất ""hồ sơ dự thưởng"", nhóm tiếp tục giả danh nhân viên công ty thông báo nạn nhân đã trúng thưởng. Để nhận giải, họ yêu cầu nạn nhân trả thêm phí hoàn thiện hồ sơ xuất kho từ 1 đến 3 triệu đồng. Người nghe được tặng kèm sản phẩm trị giá khoảng 300.000 đồng và được hứa hoàn 100% phí nếu chưa dùng quà, hoặc 80% nếu đã sử dụng. Quy trình lập đơn, nhập hệ thống, kho đóng gói và giao hàng được lặp lại như trước, nạn nhân thanh toán khoản phí mới cho nhân viên vận chuyển. Với cách thức này, nhóm Đạo liên tục tạo thêm lý do và đưa ra các ""quà tặng"" có giá trị lớn hơn để nạn nhân tin tưởng chuyển tiền. Chỉ khi người bị lừa nhận ra hoặc không còn khả năng chi trả, các cuộc gọi mới dừng lại. Cơ quan điều tra xác định Đạo và đồng phạm đã chiếm đoạt hàng trăm tỷ đồng của hàng chục nghìn nạn nhân bằng thủ đoạn trên. Hồi giữa năm 2024, khi bị kiểm tra, anh ta chỉ đạo xóa dữ liệu và tiêu hủy toàn bộ chứng cứ. Theo dữ liệu còn lại tại bốn công ty, chỉ trong gần ba tháng (từ 1/3 đến 17/6), nhóm này chiếm đoạt gần 40 tỷ đồng của khoảng 7.000 người. Đạo còn bị cáo buộc sử dụng 2,1 tỷ đồng để mua bán, khai thác trái phép hơn 1,1 tỷ thông tin cá nhân. Giữa tháng 6, C02 phối hợp Công an TP HCM tổ chức nhiều mũi, đồng loạt bắt giữ và khám xét bốn trụ sở công ty cùng các kho hàng của nhóm Đạo. Cơ quan điều tra thu giữ 65 laptop, 21 máy tính, 301 điện thoại để bàn, điện thoại di động, 460 triệu đồng, ôtô cùng nhiều sản phẩm và tài liệu liên quan đến hoạt động lừa đảo. Đối với các sản phẩm nước yến được sử dụng trong quá trình phạm tội, Bộ Công an phối hợp Công an TP HCM và Khánh Hòa thu thập mẫu và trưng cầu giám định. Do chưa có kết quả, cơ quan chức năng chưa đưa ra hướng xử lý với phần này. Quốc Thắng",1,spam
Ya nó đã đến một thời gian trước,0,ham
"Cán bộ công an cảnh báo: Cảnh báo hình thức lừa đảo nhận quà tặng tri ân từ nước ngoài. Đối tượng yêu cầu nạn nhân đóng phí vận chuyển, phí hải quan để nhận kiện hàng chứa tiền mặt hoặc đồ đắt tiền. Cần hết sức cảnh giác để tránh mất tiền.",1,spam
"Cán bộ công an cảnh báo: Cảnh báo bẫy lừa đảo làm dịch vụ xóa nợ xấu ngân hàng, nợ xấu CIC. Kẻ gian yêu cầu chuyển chi phí dịch vụ trước rồi gửi hóa đơn/xác nhận giả mạo nhằm chiếm đoạt tiền. Nạn nhân nên trình báo cơ quan công an gần nhất.",1,spam
Tôi nghĩ tất cả vẫn còn trong xe của tôi,0,ham
Và cô Vday The Parachute và Double Coins ???,0,ham
Số Voda Today kết thúc 5226 được chọn để nhận giải thưởng 350.,1,spam
Nghĩ rằng chúng tôi có thể ra ngoài ăn tối.,0,ham
"Ngày 23/2, cảnh sát thành phố Pocheon ở tỉnh Gyeonggi cho biết đã trao giấy khen cho người báo cáo vụ việc. Theo cảnh sát, ngày 9/2, khi đang ngồi trong quán cà phê, một vị khách nghe thấy cuộc trò chuyện giữa hai khách hàng khác có những câu từ như ""quỹ đầu tư chứng khoán"" và ""có thể cho tôi xem tiền mặt không?"". Nhận thấy nạn nhân tiềm năng có vẻ sẵn sàng giao những cọc tiền mặt cho một người đàn ông, vị khách lặng lẽ rời khỏi quán và gọi cảnh sát báo cáo vụ việc: ""Tôi gần như chắc chắn đây là lừa đảo qua điện thoại, người nhận tiền đang nói chuyện với nạn nhân"". Cảnh sát lập tức có mặt tại hiện trường và bắt giữ người nhận tiền. Nạn nhân tiềm năng đã may mắn tránh khỏi bị mất 60 triệu won (hơn 1 tỷ đồng). Theo cảnh sát, vị khách gọi điện trình báo từng là nạn nhân của một vụ lừa đảo vay tiền qua điện thoại trá hình dưới dạng hỗ trợ tìm việc làm vào năm 2024 và đang chờ xét xử. ""Vì từng là nạn nhân, tôi nhận ra ngay thủ đoạn lừa đảo. Tôi lo lắng có người khác cũng sẽ trở thành nạn nhân nên đã báo cáo ngay lập tức"", vị khách cho biết. Cảnh sát trưởng thành phố Pocheon, ông Han Sang-gu, cho biết: ""Việc báo cáo nhanh chóng và dũng cảm của vị khách này đã giúp chúng tôi ngăn chặn thiệt hại đáng kể. Cảnh sát sẽ tiếp tục phối hợp với người dân để xóa bỏ nạn lừa đảo qua điện thoại"". Tháng 12/2025, cảnh sát Pocheon cũng bắt giữ một kẻ nhận tiền lừa đảo nhờ sự cảnh giác của nhân viên ngân hàng Nonghyup. Vào khoảng 11h ngày 3/2/2025, một nam khách hàng 60 tuổi đến chi nhánh Jeonggyo ở quận Gasan, có biểu hiện khác thường khi đi qua đi lại gần quầy với vẻ lo lắng. Sau khi trò chuyện, quản lý ngân hàng xác định rằng người đàn ông này đang vướng vào một vụ lừa đảo qua điện thoại. Nam khách hàng đã chuyển 20 triệu won vào một tài khoản do kẻ lừa đảo chỉ định vào ngày hôm trước và đang định rút thêm 50 triệu won tiền mặt. Trong lúc quản lý giúp ông nhận ra hành vi gian lận, kẻ lừa đảo vẫn tiếp tục gọi để xác nhận xem ông đã rút tiền chưa. Sau khi nhận được trình báo, cảnh sát đã phối hợp với nạn nhân bắt giữ kẻ đến nhận tiền tại điểm hẹn. Cảnh sát đã trao giấy khen cho chi nhánh ngân hàng Nonghyup vì đóng góp trong việc ngăn chặn thiệt hại do lừa đảo qua điện thoại và bắt giữ nghi phạm. Tuệ Anh (theo Joongang Ilbo, Chosun Daily)",1,spam
Bạn đã nói không phải bây giờ.,0,ham
Cán bộ công an cảnh báo: Chiêu trò lừa đảo trúng thưởng chương trình quay số may mắn của các tập đoàn lớn. Đối tượng yêu cầu người trúng nạp tiền thẻ cào hoặc chuyển khoản để làm thủ tục đóng thuế trước khi nhận thưởng. Cần hết sức cảnh giác để tránh mất tiền.,1,spam
Lol bạn vẫn cảm thấy bị bệnh?,0,ham
Đấu giá SMS - Một Nokia 7250 hoàn toàn mới sẽ tăng 4 phiên đấu giá hôm nay!,1,spam
Không cần phải mua bữa trưa cho tôi .. Tôi ăn maggi mee ..,0,ham
"Nhiều ngân hàng như BIDV, MB, SHB ... cảnh báo về thủ đoạn giả mạo trang web, fanpage, tài khoản mạng xã hội với tên miền, giao diện và logo giống hệt các thương hiệu kinh doanh vàng uy tín, khiến người dùng dễ nhầm lẫn với trang chính thức. Các đối tượng còn mạo danh ngân hàng để lừa đảo, thay vì chỉ doanh nghiệp kinh doanh vàng như trước đây. Cảnh báo này được các ngân hàng đưa ra trước thực tế hình thức lừa đảo mua bán vàng ""nở rộ"" thời gian qua, khi giá kim loại quý trong nước chênh cao so với thế giới, duy trì ở mức trên 10 triệu đồng một lượng và người dân khó mua khi có nhu cầu do nguồn cung hạn chế. Theo các ngân hàng, thủ đoạn lừa phổ biến là sau khi tạo dựng lòng tin, kẻ gian tung tin giả về giá vàng hoặc bạc, quảng bá chương trình khuyến mãi, chiết khấu cao, tặng thưởng hấp dẫn. Họ cũng mời gọi đầu tư online, cam kết lãi cao (theo ngày hoặc tuần). Đây là hình thức lừa đảo có dấu hiệu đa cấp hoặc chiếm đoạt tiền, theo các ngân hàng. Khi nạn nhân ""sập bẫy"", kẻ gian tiếp tục gửi tin nhắn, email giả danh để thông báo trúng thưởng, yêu cầu cung cấp thông tin cá nhân, tài khoản ngân hàng nhằm trục lợi. Thậm chí, họ còn mạo danh người thân, nhân viên công ty vàng, gọi điện hoặc liên hệ qua mạng xã hội để tiếp cận, lừa đảo dưới nhiều hình thức khác nhau. Nhiều đối tượng còn sử dụng chiêu thức ""chim mồi"" tung hình ảnh chốt lời cao để kích thích khách hàng, hoặc gửi giấy xác nhận ""đã đặt hàng"" có logo và thông tin gần giống doanh nghiệp thật để tạo lòng tin. Trước đó, Công ty Vàng bạc đá quý TP HCM (SJC) cũng cho biết đã có một số đối tượng lập trang web, fanpage giả mạo thương hiệu này để lừa đảo, thu gom dữ liệu cá nhân và thực hiện các giao dịch không có cơ sở pháp lý. Trước tình hình thị trường vàng biến động mạnh, thủ đoạn lừa đảo ngày càng tinh vi, các ngân hàng khuyến cáo khách hàng tuyệt đối cảnh giác khi thực hiện các giao dịch mua bán. Ngân hàng SHB khuyến nghị người dân chỉ nên giao dịch tại các điểm được cấp phép chính thức. BIDV đề nghị khách hàng tuyệt đối không cung cấp thông tin cá nhân, tài khoản, mã OTP cho bất kỳ ai, kể cả người tự xưng là nhân viên doanh nghiệp hay ngân hàng. MB lưu ý khách hàng cần kiểm tra kỹ fanpage, trang web, đường dẫn rõ ràng, thông tin các địa điểm giao dịch được phép mua, bán vàng miếng của tổ chức tín dụng trên địa bàn và toàn quốc. Nhà băng này cho rằng nên thực hiện mua bán trực tiếp tại các cơ sở kinh doanh được cấp giấy phép. Đồng thời, người dân cần chủ động bảo vệ thông tin cá nhân - tài sản số quan trọng, không được tùy tiện cung cấp nếu chưa xác minh rõ ràng. ""Mọi sự lơ là, chủ quan đều có thể tạo cơ hội cho tội phạm lợi dụng và chiếm đoạt tài sản"", đại diện SHB nêu. Tháng trước, Ngân hàng Nhà nước chi nhánh khu vực 2 yêu cầu các ngân hàng, doanh nghiệp kinh doanh vàng miếng trên địa bàn phải treo bảng hiệu nhận diện, niêm yết công khai giấy phép để người dân nhận diện là điểm mua bán hợp pháp. Hiện, cả nước có 22 ngân hàng và 16 doanh nghiệp được cấp phép kinh doanh vàng miếng như SJC, DOJI, PNJ, Mi Hồng, Bảo Tín Minh Châu, Vàng Phú Quý, Vàng Kim Ngọc Phú, Vàng bạc đá quý Ngọc Hải... Tất Đạt",1,spam
"Bạn có nhận ra rằng trong khoảng 40 năm, chúng ta sẽ có hàng ngàn bà già chạy xung quanh với hình xăm?",1,spam
Xin giúp tôi nói với Sura rằng tôi đang mong đợi một pin từ Hont.,0,ham
"Xin lỗi người đàn ông, vô tình rời khỏi điện thoại của tôi vào đêm qua im lặng và không kiểm tra cho đến khi tôi thức dậy",0,ham
** Tin nhắn miễn phí ** Cảm ơn vì đã sử dụng dịch vụ đăng ký đấu giá.,1,spam
"Upgrdcentre Orange khách hàng, bây giờ bạn có thể yêu cầu nâng cấp điện thoại camera miễn phí của bạn cho lòng trung thành của bạn.",1,spam
"Go-Jek và Grab giành giật thị trường Indonesia ra sao?
Indonesia là chiến trường chính của hai startup tỷ USD của Đông Nam Á khi đây là thị trường duy nhất mà Grab chưa nắm trọn trong tay vì Go-Jek vẫn đang dẫn đầu.
Nếu tại các thị trường khác, khách hàng từng hưởng lợi từ cuộc cạnh tranh giữa Uber và Grab thì tại Indonesia, diễn biến còn hấp dẫn hơn nhiều khi có tới 3 tay chơi và kẻ dẫn đầu lại là ứng dụng nội Go-Jek.
Indonesia là thị trường hiếm hoi mà một ứng dụng địa phương chiến thắng và chiếm thị phần lớn nhất từ tay các ông lớn nước ngoài.
Cuộc chiến Uber, Grab và Go-Jek
Giống như tại Việt Nam, Indonesia sở hữu một lượng lớn xe ôm truyền thống mà người dân địa phương gọi họ là ojek - loại hình vận tải rất phổ biến tại thành phố có giao thông được liệt vào hàng tồi tệ nhất thế giới do thường xuyên xảy ra tắc đường.
Những năm đầu thế kỷ 21, đường phố Jakarta chủ yếu gồm phương tiện cá nhân, taxi và ojek. Tuy nhiên, những năm gần đây mọi chuyện đã thay đổi trước sự phổ biến của các ứng dụng gọi xe.
Go-Jek là kẻ đầu tiên tham gia thị trường xe ôm công nghệ Indonesia vào năm 2010 khi phát triển ứng dụng từ nền tảng là một tổng đài cho các ojek.
""Ban đầu ý tưởng của tôi đến từ việc tôi chính là một khách hàng thường xuyên của các ojek. Loại hình phương tiện này quá phù hợp với giao thông Jakarta (Indonesia) nhưng lại rất nhập nhèm về giá cước và rất khó gọi xe vào giờ cao điểm"", CEO của Go-Jek ông Nadiem Makarim chia sẻ với Deal Street Asia.
Là kẻ đi trước, hiểu rất rõ điều khách hàng và các ojek cần, Go-Jek liên tục cải thiện công nghệ lõi bằng cách mua lại các công ty công nghệ địa phương.
Tới giữa năm 2015, Go-Jek đã phát triển thêm nhiều dịch vụ từ nền tảng ban đầu là ứng dụng gọi ojek trên điện thoại thông minh. Hãng đã nhanh chân phát triển và mở rộng quy mô trước khi các ông lớn nước ngoài kịp dòm ngó thị trường. Cũng trong khoảng thời gian này, Go-Jek là ứng dụng có lượt tải nhiều nhất Indonesia.
GrabBike và UberMoto gia nhập thị trường muộn hơn Go-Jek khi lần lượt triển khai dịch vụ trong khoảng thời gian 2016-2017. Tuy nhiên hai ông lớn vẫn tự tin rằng mình có điểm mạnh riêng để cạnh tranh tại đất nước có lượng xe máy lớn thứ ba thế giới theo thống kê của tờ Jakarta Post.
GrabBike có sự am hiểu thị trường Đông Nam Á cùng tiềm lực mạnh, trong khi Uber đã phổ biến tại Indonesia từ trước bằng gọi xe hơi theo yêu cầu và khẳng định có giá cước rẻ nhất thị trường.
Ba ông lớn gọi xe qua ứng dụng cạnh tranh quyết liệt, người hưởng lợi nhiều nhất chính là khách hàng. Cuộc chiến giữa ba bên về bản chất là cuộc chiến đốt vốn, bên nào có nguồn lực dồi dào hơn sẽ trụ lại thị trường.
Tuy nhiên điểm khác biệt lớn nhất giữa Go-Jek và hai ông lớn nước ngoài nằm ở việc Go-Jek ra đời để giải quyết những vấn đề nhức nhối của giao thông Indonesia, còn Grab và Uber đến thị trường này với tâm thế không để lọt một thị trường kinh doanh tiềm năng.
Theo ASEAN Today, chính nhờ tầm nhìn rõ ràng hơn, am hiểu thị trường hơn và có nền tảng khách hàng từ sớm hơn, Go-Jek vẫn giữ được cho mình thị phần lớn nhất trước sự cạnh tranh khốc liệt từ Grab và Uber.
Một khảo sát nhỏ của eComerceIQ cũng cho thấy phần nào bức tranh thị phần của 3 hãng khi 56% số người được hỏi cho biết họ là khách hàng thường xuyên của Go-Jek. Con số này của Grab và Uber lần lượt là 33% và 8%.
Grab mua Uber, tình thế thay đổi
CEO của Go-Jek từng chia sẻ trên Wall Street Journals hồi đầu năm 2017 rằng Go-Jek chắc chắn đang đứng đầu thị trường Indonesia với 50% thị phần cuốc xe chở khách và 95% thị phần chuyển phát đồ ăn.
Việc đốt vốn khắp các thị trường Đông Nam Á đã khiến báo cáo tình chính của Uber trở nên rất xấu. Đầu năm 2018 ông lớn này đưa ra quyết định thoái lui khỏi Đông Nam Á theo cách từng làm tại nhiều thị trường khác là bán mình đổi cổ phần.
Sáng 26/3, Grab đã công bố mua lại toàn bộ hoạt động của Uber tại Đông Nam Á, đổi lại Uber sẽ có 27,5% cổ phần trong công ty sau mua bán và sáp nhập này. Về cơ bản, Grab và Uber trở thành một liên doanh tại Đông Nam Á, trong đó Grab nắm phần lớn.
Nhiều chuyên gia nhận định việc Grab mua Uber dù có vẻ như sẽ giúp Go-Jek bớt một đối thủ nhưng thực chất là tin rất bất lợi với ông lớn gọi xe Indonesia. Liên doanh mới giữa Grab và Uber giờ chỉ còn một mục tiêu duy nhất là giành thị phần của Go-Jek.
Trước áp lực cạnh tranh mới, CEO của Go-Jek vẫn tỏ ra rất tự tin. Trong một email nội bộ mà Reuters khai thác được, ông Makarim nói với nhân viên Go-Jek rằng thương vụ giữa Uber và Grab là ""một cơ hội lớn"" vì ""ít tay chơi hơn đồng nghĩa con đường phía trước sẽ bằng phẳng hơn và là cơ hội để mở rộng thị phần"".
Grab gần như đối đầu toàn diện với Go-Jek trong lĩnh vực ứng dụng gọi xe khi dịch vụ trong mảng này mà hai bên đưa ra là hoàn toàn tương đồng. Tuy nhiên Go-Jek vẫn có lợi thế sân nhà và việc tập trung nguồn lực mở rộng đã biến ước mơ về một siêu ứng dụng Indonesia của ông Makarim dần trở thành sự thật. Go-Jek hiện cung cấp khoảng 18 dịch vụ đa dạng theo thống kê của CrunchBase.
Ông Khailee Ng, đối tác quản lý từ quỹ 500Startups cho rằng chặng đường phía trước của Go-Jek chưa chắc sẽ bằng phẳng khi Uber không còn.
""Kể từ trước khi Uber bị thâu tóm, Grab đã là thế lực lớn nhất trong ngành tại khu vực Đông Nam Á... Quy mô của Grab rất lớn và hãng còn phản ứng rất nhanh. Đấu với một gã khổng lồ vừa to lớn vừa nhanh nhẹn không phải là chuyện dễ dàng”, chuyên gia này nói.
Go-Jek rõ ràng đang không muốn co cụm phòng ngự Grab. Hãng đã tuyên bố sẽ lần đầu mở rộng dịch vụ ra các nước trong khu vực Đông Nam Á, đối đầu với Grab tại nhiều thị trường hơn. Điều này cho thấy hãng tự tin về vị thế tại thị trường Indonesia và tự tin vào kinh nghiệm đối đấu với Grab trên sân nhà sau nhiều năm.
Đầu tháng 8/2018, Go-Jek đánh dấu hiện diện tại thị trường Việt Nam khi chính thức triển khai dịch vụ xe ôm công nghệ tại TP.HCM với thương hiệu Go-Viet. Lãnh đạo hãng khẳng định sau 3 ngày ra mắt, Go-Viet đã có trong tay 10% thị phần tại TP.HCM.",0,ham
Tones miễn phí hy vọng bạn thích nội dung mới của bạn.,1,spam
Nhắc nhở: Bạn chưa tải xuống nội dung bạn đã trả tiền.,1,spam
"Tưởng ổ trứng gà mang về ấp thành con, thanh niên ngay lập tức chuyển nhà chỉ sau 2 tuần
Chỉ sau 2 tuần, ổ trứng lạ nở khiến chủ nhà tái xanh mặt khi biết “danh tính” của con vật.
Một lần phiêu lưu ở ngoại ô, người đàn ông bất ngờ bắt gặp ổ trứng lạ. Quá tò mò và háo hức, ông quyết định mang về để theo dõi xem chuyện gì sẽ xảy ra.
Sau vài tuần, ổ trứng bắt đầu nở. Người đàn ông thảng thốt không tin nổi vào mắt mình khi chứng kiến cảnh tượng hãi hùng trước mắt.
Những con rắn màu sắc kỳ lạ, cả người và mắt đều có màu cam. Đặc biệt, những con rắn này đều có 2 đầu kinh dị.
Người đàn ông cảm thấy vô cùng hối hận về quyết định của mình. Lúc đầu, ông cứ ngỡ mấy con rắn nở ra trước bị khuyết tật nên mới có hai đầu.
Nhưng khi ổ trứng nở hết, con nào cũng có 2 đầu, ông mới tá hỏa phát hiện, thì ra đây là đặc điểm của loài rắn này.",1,spam
Bạn sẽ phỏng vấn Wipro hôm nay?,0,ham
Trên đường đến trường.,0,ham
Dịch vụ âm nhạc di động hoàn toàn mới của chúng tôi hiện đang hoạt động.,1,spam
Chỉ tò mò vì vì tôi đã hỏi tôi đang làm gì,0,ham
Mặt trời không thể đến Trái đất nhưng gửi Luv dưới dạng tia.,0,ham
Các số Voda Today kết thúc 7548 được chọn để nhận giải thưởng $ 350.,1,spam
"Để có cơ hội giành được tai nghe Bluetooth miễn phí thì chỉ cần trả lời lại với \ ADP \ """"",1,spam
Tôi đoán đó là lý do tại sao bạn lại lo lắng.,0,ham
Ưu đãi mới tuyệt vời - Double Mins & Double TXT trên thuế quan màu cam tốt nhất và nhận điện thoại camera mới nhất 4 miễn phí!,1,spam
Tôi có tệ khi tránh như thế này không?,0,ham
Nokia Mobile hoặc iPod MP3 Player mới nhất +Å £ 400 Proze được đảm bảo!,1,spam
